fips,Population,% in disadvantaged comunity,% low income (<200% poverty)
5019,22386,0.217948718,0.235379702
5021,14889,1,0.407750688
5023,25100,0.654462151,0.343460956
5025,8128,0.410802165,0.35464813
5027,23776,0.708403432,0.348368523
5029,20858,0.871416243,0.354293796
5031,107345,0.498597978,0.290726722
5033,62739,0.700616841,0.355717815
5035,48672,0.688198554,0.409857413
5037,16824,0.594686163,0.338144318
5039,7279,0.822640473,0.368457206
5041,11709,1,0.510565377
5043,18417,0.531736982,0.252368464
5045,123624,0.273158934,0.227290089
5047,17738,1,0.382823317
5049,12231,1,0.449982013
5051,98555,0.618487139,0.355425803
5053,18126,0.541101181,0.310077789
5055,44937,0.273160202,0.337267285
5057,21842,0.886045234,0.401615695
5059,33597,0.681876358,0.364502485
5061,13311,1,0.418199234
5063,37427,0.8636813,0.364319342
5065,13570,1,0.38640678
5067,17027,1,0.498788982
5069,69282,0.578144395,0.356178517
5071,26372,0.87577734,0.438104429
5073,6800,1,0.5
5075,16549,0.809414466,0.361885915
5077,9194,1,0.472950838
5079,13455,0.871125975,0.42817094
5081,12347,0.550660079,0.373417834
5083,21668,0.852916744,0.39555012
5085,72528,0.189802559,0.25632018
5087,16211,0.759484301,0.391138733
5089,16476,1,0.411036052
5091,43572,0.681171394,0.366144083
5093,42126,0.851730523,0.42896857
5095,7050,1,0.429253901
5097,8950,1,0.437604469
5099,8351,1,0.468957011
5101,7812,1,0.359728623
5103,23830,1,0.424172472
5105,10355,0.324384355,0.297794302
5107,18606,1,0.506128668
5109,10756,0.651729267,0.396322983
5111,23896,0.744852695,0.385104202
5113,20094,1,0.470161242
5115,63761,0.697542385,0.316930098
5117,8189,1,0.398182928
5119,392967,0.340975196,0.292480844
5121,17695,1,0.44886013
5123,25900,1,0.499256757
5125,119415,0.076271825,0.182558724
5127,10376,1,0.479826523
5129,7908,1,0.466550329
5131,127591,0.467039211,0.359249634
5133,17081,0.790351853,0.42877876
5135,17139,1,0.501850166
5137,12475,1,0.441267335
5139,39449,0.919060052,0.35687039
5141,16642,1,0.437642711
5143,232289,0.359853458,0.262898114
5145,78762,0.534382062,0.31355057
5147,6533,1,0.437806521
5149,21464,1,0.420125326
6001,1656754,0.245740768,0.118972805
6003,1039,1,0.32
6005,38429,0.051575633,0.176013167
6007,225817,0.379023723,0.238265277
6009,45514,0.224502351,0.2315749
6011,21454,0.646126596,0.293010161
6013,1142251,0.208725578,0.123997484
6015,27495,0.403055101,0.404475723
6017,188563,0.098948362,0.142000711
6019,984521,0.616103669,0.352568792
6021,27976,0.693737489,0.377756649
6023,135940,0.256399882,0.29454936
6025,180701,0.941732475,0.377299904
6027,17977,0.16988374,0.234570284
6029,887641,0.647112966,0.378189313
6031,150691,0.638704369,0.357426323
6033,64195,0.654007321,0.351496846
6035,30818,0.581932637,0.280396522
6037,10077299,0.491282634,0.244530917
6039,155433,0.528915996,0.351702406
6041,259943,0.061109551,0.10016092
6043,17420,0.5347876,0.316885763
6045,87224,0.557621755,0.326299872
6047,271382,0.810389046,0.353193064
6049,8907,1,0.412791063
6051,14310,0.170789658,0.242543676
6053,433410,0.478000046,0.256135299
6055,139623,0.078697636,0.137771642
6057,99244,0.107784853,0.211636069
6059,3168044,0.269204279,0.148938159
6061,385512,0.048652182,0.107309396
6063,18660,0.134512326,0.21386388
6065,2411439,0.398978784,0.239479124
6067,1524553,0.345518326,0.231591411
6069,60376,0.185487611,0.160148072
6071,2149031,0.481088919,0.269781576
6073,3316073,0.245437902,0.170419071
6075,874961,0.33483321,0.119861445
6077,742603,0.452242989,0.272753423
6079,282165,0.043237113,0.135345489
6081,767423,0.185681169,0.08324817
6083,444829,0.307893595,0.199186699
6085,1927470,0.247123431,0.087110912
6087,273962,0.283802133,0.159066294
6089,179212,0.434663973,0.279163895
6091,3040,0,0.28
6093,43468,0.74033772,0.348457486
6095,441829,0.167759473,0.156082874
6097,499772,0.089618866,0.143211805
6099,543194,0.522157829,0.288568688
6101,96109,0.507299004,0.301145574
6103,63912,1,0.385786081
6105,12700,0.519527559,0.367448819
6107,461898,0.741113839,0.411060602
6109,54045,0.303617356,0.216121935
6111,847263,0.236954759,0.158198493
6113,217352,0.208624719,0.137971585
6115,76360,0.390020953,0.244164746
8001,504108,0.265389559,0.224610341
8003,16107,0.454647048,0.348766375
8005,644560,0.166301043,0.144798731
8007,13253,0.564777786,0.277488116
8009,3561,1,0.431331087
8011,5787,1,0.54
8013,322510,0.030591299,0.097480667
8014,67886,0,0.066580591
8015,19557,0.141535,0.303080738
8017,2026,0,0.24
8019,9495,0.177461822,0.196815166
8021,8128,1,0.496114665
8023,3745,1,0.567986649
8025,5754,1,0.46
8027,4776,1,0.32
8029,30565,0.751938492,0.385801407
8031,705576,0.302708709,0.2087823
8033,1857,1,0.31
8035,336041,0,0.024150029
8037,54681,0,0.196764324
8039,25717,0,0.088820624
8041,698974,0.220251397,0.171036948
8043,47321,0.529173094,0.318249192
8045,59055,0.090542714,0.20320972
8047,6018,0,0.11
8049,15303,0,0.213269947
8051,16802,0,0.162209261
8053,857,0,0.27
8055,6679,0.473424165,0.377824525
8057,1261,0,0.27
8059,574798,0.042728054,0.112102112
8061,1489,1,0.34
8063,7447,0.206794682,0.293081778
8065,7751,0.271190814,0.296781061
8067,55617,0.220184476,0.150507758
8069,344786,0.008408114,0.125858997
8071,14266,0.705523623,0.361643067
8073,5585,1,0.317151298
8075,22380,0.34691689,0.281369973
8077,151218,0.181711172,0.248360711
8079,824,0,0.27
8081,13127,0.097051878,0.29075798
8083,26031,0.351926549,0.321276555
8085,41686,0.455500648,0.296959891
8087,28517,0.301574499,0.334606024
8089,18282,0.912865113,0.426714801
8091,4796,0,0.16
8093,17867,0.151228522,0.168081379
8095,4290,0.710955711,0.3097669
8097,17926,0,0.110149504
8099,12022,0.495508235,0.32168358
8101,165982,0.454844501,0.331025292
8103,6384,0,0.204210526
8105,11305,1,0.349024326
8107,25072,0,0.172044113
8109,6592,1,0.45065534
8111,589,0,0.23
8113,8049,0,0.215983352
8115,2322,1,0.35
8117,30649,0,0.167167607
8119,24524,0.117354428,0.164811613
8121,4868,0,0.3
8123,305345,0.204352454,0.189789026
8125,10003,1,0.344420674
9001,943926,0.24180815,0.129916296
9003,893561,0.216354563,0.158614499
9005,182002,0.067317942,0.112531401
9007,163053,0.041624502,0.095146915
9009,857513,0.228017534,0.167069467
9011,267390,0.171214331,0.157902951
9013,151063,0.045385038,0.05964816
9015,116566,0.150798689,0.163363159
10001,176699,0.186645086,0.223191473
10003,556165,0.13453921,0.157767281
10005,224384,0.079069809,0.217544032
11001,692683,0.33174338,0.182400391
12001,265443,0.247748104,0.179088053
12003,28211,0.289993265,0.282366098
12005,182161,0.330301217,0.266594771
12007,27317,0.739612695,0.365606033
12009,585507,0.238840868,0.230429508
12011,1926205,0.376672784,0.237318463
12013,14362,0.300793761,0.308324746
12015,181067,0.366720606,0.271033761
12017,145169,0.612541245,0.350254324
12019,211405,0.16173222,0.181941487
12021,371453,0.273784301,0.245217941
12023,69968,0.388234622,0.342982792
12027,36903,0.860986912,0.525380321
12029,16589,1,0.438592441
12031,936186,0.318178225,0.258786534
12033,313491,0.381905701,0.259517083
12035,109801,0.57786359,0.28714948
12037,11811,1,0.37825671
12039,45945,0.672891501,0.401733159
12041,17953,1,0.386348243
12043,13516,1,0.375620746
12045,15576,0.681304571,0.303315999
12047,14326,1,0.464466006
12049,27131,0.958460801,0.501924736
12051,40732,1,0.49211259
12053,186313,0.471228524,0.304056614
12055,103437,0.683082456,0.391817821
12057,1422278,0.350004711,0.24786489
12059,19432,1,0.429696892
12061,153989,0.373578632,0.272254836
12063,47945,1,0.381527584
12065,14161,1,0.34073653
12067,8637,1,0.413841612
12069,345867,0.314262419,0.267883059
12071,737468,0.319973206,0.261534073
12073,289770,0.163108672,0.162044553
12075,40403,1,0.427395985
12077,8345,1,0.476273217
12079,18460,1,0.456909534
12081,384213,0.311483474,0.246064345
12083,353526,0.549475852,0.339671679
12085,159065,0.212969541,0.220819099
12086,2699428,0.691474268,0.314077619
12087,75798,0.338241115,0.223623974
12089,83098,0.080158367,0.185035621
12091,203794,0.065566209,0.207453163
12093,41144,1,0.441051915
12095,1349746,0.380308591,0.253307808
12097,351955,0.611217343,0.33893995
12099,1465027,0.337687292,0.229893422
12101,524602,0.415762807,0.260717382
12103,964666,0.272187472,0.238493748
12105,686218,0.51653119,0.331554156
12107,73252,0.940697865,0.457496178
12109,244674,0.065478964,0.12419922
12111,312947,0.339252333,0.282682787
12113,174755,0.132894624,0.187018855
12115,419496,0.116477869,0.197997383
12117,461402,0.074303969,0.16868776
12119,125044,0.223225425,0.215314049
12121,44046,0.627934432,0.355055624
12123,21870,1,0.378350709
12125,15303,1,0.407506371
12127,536487,0.311649677,0.27085894
12129,32321,0.426626651,0.271901859
12131,68262,0.523907884,0.264081187
12133,24764,1,0.472085285
13001,18440,0.537960954,0.436178959
13003,8239,0.431120282,0.497606506
13005,11201,1,0.458394786
13007,3132,1,0.501609195
13009,45111,0.731351555,0.304365454
13011,18708,1,0.390129891
13013,78991,0.215416946,0.258807079
13015,104919,0.250011914,0.313566942
13017,17033,1,0.487041038
13019,19152,1,0.4198585
13021,153200,0.540385117,0.350412598
13023,12807,0.586476146,0.305317405
13025,18756,0.707346982,0.469797398
13027,15590,0.641372675,0.444118024
13029,37063,0.280036694,0.176324367
13031,76120,0.611271676,0.263607856
13033,22520,0.739564831,0.402539964
13035,24090,0.647779161,0.373279784
13037,6365,1,0.508713276
13039,53231,0.230448423,0.291729443
13043,10812,1,0.495751942
13045,117183,0.325328759,0.255964005
13047,66700,0.099385307,0.239250525
13049,13040,0.750613497,0.450147239
13051,288496,0.304215656,0.218619357
13053,10560,0.238920455,0.306594697
13055,24812,0.816459778,0.477604385
13057,247515,0.06928065,0.126075793
13059,126176,0.280742772,0.248446297
13061,2951,1,0.6
13063,283538,0.600487413,0.370722337
13065,6686,1,0.524778642
13067,751218,0.088395113,0.154913993
13069,43021,0.655191651,0.420106692
13071,45486,0.772611353,0.457925516
13073,150705,0,0.095100229
13075,17177,1,0.418796065
13077,143260,0.138391735,0.183248639
13079,12325,1,0.355539959
13081,22713,1,0.470112271
13083,16197,0.504414398,0.257163672
13085,24536,0,0.216768829
13087,26682,1,0.406466907
13089,749323,0.366892515,0.24748497
13091,20829,0.446492871,0.417816986
13093,13736,1,0.41218841
13095,89703,0.759506371,0.396539915
13097,143316,0.191060314,0.210591351
13099,10312,1,0.495631303
13101,3981,0,0.397741773
13103,60477,0,0.169703689
13105,19166,1,0.415725243
13107,22533,1,0.437742422
13109,10687,0.386731543,0.449974736
13111,25395,0.433038,0.318671392
13113,112303,0,0.105336011
13115,97369,0.319547289,0.344812312
13117,228383,0,0.072964669
13119,22766,0.855266626,0.348269788
13121,1036200,0.285167921,0.200727273
13123,30414,0.672486355,0.347197015
13125,2996,0,0.29
13127,84470,0.406262578,0.311216171
13129,57202,0,0.388408797
13131,24828,1,0.390328258
13133,17349,0.674909217,0.381963226
13135,915046,0.254303062,0.205887606
13137,44626,0.399878994,0.306859454
13139,198667,0.326173949,0.263801286
13141,8515,1,0.525883735
13143,29227,0.271221815,0.315278681
13145,34105,0.108400528,0.151581
13147,25773,0.503472626,0.377242463
13149,11736,0.378834356,0.310509543
13151,225356,0.071859635,0.177695247
13153,153507,0.099265832,0.203652016
13155,9320,0.234549356,0.416545064
13157,67885,0.225513736,0.230138469
13159,13916,1,0.391920092
13161,15036,0.477720138,0.527839851
13163,15618,1,0.481698041
13165,8793,1,0.538485159
13167,9691,1,0.429065112
13169,28579,0.347667868,0.266811295
13171,18672,0.225846187,0.23981416
13173,10380,0.195568401,0.38955684
13175,47405,0.706212425,0.449723869
13177,29502,0,0.152827605
13179,61349,0.404847675,0.327250811
13181,7856,1,0.393520876
13183,18692,0.642948855,0.380724374
13185,115364,0.455783433,0.320228234
13187,32402,0,0.201567496
13189,21455,0.897599627,0.411515265
13191,14174,0.671934528,0.327055171
13193,13305,1,0.44431041
13195,29218,0.483263742,0.350970635
13197,8432,1,0.369577799
13199,21106,1,0.492711551
13201,5787,1,0.39721099
13205,22244,1,0.463030031
13207,27171,0.345920283,0.26431195
13209,9058,0,0.345558622
13211,18507,0,0.195468201
13213,39724,0.487387977,0.358662018
13215,195739,0.442778394,0.30886507
13217,108079,0.452493084,0.283839969
13219,38132,0,0.093878632
13221,14931,0.117339763,0.346610408
13223,159825,0.046269357,0.193111966
13225,27145,0.552624793,0.296635108
13227,31387,0.14636633,0.254871762
13229,19250,0.689558442,0.417843117
13231,18327,0,0.172019971
13233,41908,0.852390952,0.383178629
13235,11216,0.420738231,0.390329886
13237,21691,0.53252501,0.359353649
13239,2289,1,0.39
13241,16645,0.789005707,0.395098828
13243,6973,1,0.577619389
13245,201852,0.594861582,0.368298506
13247,89717,0.227526556,0.261005272
13249,5221,0.566749665,0.327354913
13251,13989,1,0.430767746
13253,8321,1,0.426633818
13255,65306,0.324196858,0.388398616
13257,25750,0.510601942,0.339493981
13259,6293,1,0.576318131
13261,30064,0.691125599,0.348721394
13263,6321,1,0.417068502
13265,1611,1,0.42
13267,25382,0.697029391,0.441123237
13269,8116,1,0.448984722
13271,16035,1,0.529879638
13273,8737,1,0.46816413
13275,44630,0.534192247,0.349642841
13277,40541,0.421992551,0.356106411
13279,26972,0.779956992,0.447130728
13281,11617,0.339588534,0.214129293
13283,6795,1,0.459851361
13285,69919,0.716285988,0.35339121
13287,7943,1,0.457941584
13289,8229,1,0.416698262
13291,23288,0.234713157,0.326981707
13293,26236,0.763683488,0.405315216
13295,69039,0.512912991,0.347235041
13297,91442,0.156700422,0.228778351
13299,35593,0.560559661,0.460457112
13301,5297,1,0.480481405
13303,20436,0.909767078,0.423190938
13305,29788,0.470525044,0.417404324
13307,2610,1,0.294425287
13309,7928,1,0.535311554
13311,29489,0.285394554,0.272013632
13313,104237,0.227289734,0.387105155
13315,8824,1,0.478215095
13317,9844,1,0.437893133
13319,9010,0.696115427,0.381213097
13321,20494,0.895091246,0.337259198
15001,199459,0.307010463,0.258460285
15003,984821,0.132382433,0.109949077
15005,66,0,0.12
15007,71769,0.010728866,0.177952459
15009,165979,0.103561294,0.164027076
16001,456849,0.069661967,0.165395634
16003,4097,0.600439346,0.300065902
16005,85765,0.370827261,0.268396199
16007,6000,0.572333333,0.30868
16009,9138,1,0.402136135
16011,45839,0.34278671,0.316614019
16013,22373,0.447861261,0.282423904
16015,7378,0,0.26
16017,43611,0.541812845,0.298837679
16019,114392,0.127106791,0.258532415
16021,11845,1,0.341156606
16023,2581,1,0.31
16025,1048,1,0.35
16027,217633,0.650259841,0.347004085
16029,6953,0,0.267848411
16031,23690,0.779738286,0.351341072
16033,913,1,0.44
16035,8673,0.662054652,0.339723279
16037,4169,1,0.4
16039,26743,1,0.3546988
16041,13464,0.492869875,0.264358289
16043,13020,0.267741935,0.311354839
16045,17331,0.720443137,0.330290231
16047,15148,0.493002377,0.379720095
16049,16411,1,0.405431723
16051,28534,0.127742342,0.251472279
16053,23730,0.576443321,0.373630847
16055,157322,0.229325841,0.24709602
16057,39505,0.10089862,0.131864068
16059,7847,0.681789219,0.377424493
16061,3838,1,0.413066701
16063,5350,1,0.38
16065,39100,0.082046036,0.188893095
16067,20705,0.427529582,0.363504468
16069,40217,0.23044981,0.226171022
16071,4385,1,0.31
16073,11552,0.607860111,0.370337604
16075,23260,0.426526225,0.312263543
16077,7671,0.310129057,0.407215487
16079,12609,1,0.402495836
16081,11426,0,0.2
16083,84869,0.144776067,0.29500324
16085,10709,0.544028387,0.336990382
16087,10057,1,0.417106493
17001,66085,0.141030491,0.24226012
17003,6260,1,0.443910543
17005,16589,0,0.211502803
17007,53537,0.381437137,0.212877823
17009,6628,0,0.237383826
17011,33122,0,0.24646851
17013,4830,0.548861284,0.219772257
17015,14466,0.209318402,0.245472142
17017,12493,0.415512687,0.327701913
17019,209922,0.149688932,0.152682711
17021,32931,0.393853816,0.276835808
17023,15716,0.333163655,0.2557521
17025,13287,0,0.348154587
17027,37634,0,0.177910932
17029,51353,0.494498861,0.25370767
17031,5198275,0.421782995,0.233373369
17033,18972,0.16503268,0.261833755
17035,10836,0,0.245769657
17037,104366,0.122060824,0.144020466
17039,15932,0.211837811,0.236657042
17041,19623,0.441828467,0.265924171
17043,929060,0.085026801,0.085620563
17045,17407,0.215890159,0.248448325
17047,6455,0,0.2463811
17049,34137,0.229252717,0.22232768
17051,21565,0.416508231,0.353527011
17053,13270,0.141220799,0.267382818
17055,38923,0.757444185,0.384291807
17057,35092,0.250028497,0.285316881
17059,5064,0.532187994,0.372403239
17061,13132,0.134480658,0.303794548
17063,50666,0,0.130113488
17065,8176,0,0.254251468
17067,17983,0.119891008,0.266515042
17069,3939,1,0.289989845
17071,6809,0,0.265436922
17073,49267,0.253658636,0.214085899
17075,27812,0.310010068,0.285354164
17077,57977,0.374562326,0.245492695
17079,9594,0,0.248148843
17081,37985,0.272633934,0.303402922
17083,21937,0,0.143550622
17085,21588,0.131322957,0.200537336
17087,12494,0.448935489,0.382537218
17089,531376,0.211979841,0.165580549
17091,110637,0.241393024,0.218637888
17093,126054,0,0.081910134
17095,50508,0.559257939,0.317457828
17097,701473,0.182055475,0.141244638
17099,109737,0.137492368,0.24922214
17101,16033,0.803405476,0.344598017
17103,34389,0.100671726,0.225551484
17105,36040,0.268756937,0.296096004
17107,29003,0,0.17591525
17109,30479,0.370550215,0.199585616
17111,307714,0.028750723,0.102619315
17113,172578,0.127281577,0.123162744
17115,105528,0.320815329,0.279145724
17117,45463,0.347513363,0.255815498
17119,264776,0.180016316,0.192811546
17121,37743,0.466656069,0.34361736
17123,11679,0,0.217195822
17125,13621,0.668599956,0.341782542
17127,14219,1,0.366243055
17129,12306,0,0.189364538
17131,15589,0,0.201003272
17133,34168,0,0.068488644
17135,28828,0.312612738,0.299135563
17137,34247,0.225392005,0.253331679
17139,14641,0.292534663,0.224803634
17141,51025,0,0.209254483
17143,182770,0.227225475,0.253415221
17145,21251,0.462001788,0.307470237
17147,16401,0.17919639,0.146884946
17149,15672,0.356750893,0.328143185
17151,4203,1,0.367194861
17153,5510,1,0.470862069
17155,5721,0,0.185006118
17157,32295,0.087381948,0.270184239
17159,15766,0.285107193,0.314576303
17161,143873,0.243012935,0.242449104
17163,262338,0.269857969,0.241214235
17165,23994,0.665666417,0.376788781
17167,196861,0.26708185,0.211701861
17169,6953,0.34287358,0.312581619
17171,5005,0,0.223484515
17173,21737,0.217003266,0.255220592
17175,5447,0,0.268154948
17177,45093,0.275186836,0.311224802
17179,133195,0.163774916,0.182504448
17181,16968,0.734912777,0.345983616
17183,77563,0.513763006,0.343358044
17185,11546,0.208037416,0.245823662
17187,17146,0.428379797,0.233861542
17189,14058,0,0.180906957
17191,16402,0.639434215,0.30710767
17193,13868,0.331626767,0.31549899
17195,56016,0.464385176,0.267194373
17197,689315,0.108355396,0.111122912
17199,67102,0.308127925,0.267634795
17201,284819,0.354126656,0.286897819
17203,38700,0.065736434,0.129201292
18001,35376,0.622371099,0.325950079
18003,372575,0.323854258,0.256104086
18005,82481,0.213624956,0.224309962
18007,8677,0.621067189,0.331484384
18009,12013,0.744027304,0.356000999
18011,65544,0,0.100160045
18013,15064,0,0.233830324
18015,20074,0,0.246023214
18017,37880,0.463885956,0.313270327
18019,116507,0.234440849,0.226019638
18021,26234,0,0.261650149
18023,32273,0.234623369,0.301162892
18025,10569,1,0.371956666
18027,33120,0.800120773,0.359157911
18029,49479,0.103498454,0.191921421
18031,26562,0.236315037,0.256562382
18033,42927,0.103757542,0.232252661
18035,115020,0.341227613,0.276616588
18037,42543,0.134076111,0.189918906
18039,204558,0.273013033,0.285192904
18041,23194,0.578985945,0.35814133
18043,77320,0.18811433,0.165946456
18045,16430,0.399269629,0.282488131
18047,22774,0.296785808,0.195175639
18049,20096,0.09419785,0.243455912
18051,33656,0,0.216106192
18053,66452,0.518946006,0.305991091
18055,32159,0.268882739,0.293083429
18057,323117,0.008922465,0.070191912
18059,75164,0.13390719,0.125750625
18061,39940,0.176489735,0.218565849
18063,163799,0,0.075482756
18065,48255,0.240658999,0.313309709
18067,82331,0.346017903,0.284169632
18069,36359,0.192056987,0.210863885
18071,44025,0.327950028,0.295323793
18073,33447,0.110293898,0.185983795
18075,20840,0.865355086,0.344932342
18077,32201,0.218005652,0.241942176
18079,27710,0,0.231246481
18081,153716,0.026340784,0.139820643
18083,37065,0.325455281,0.272030757
18085,79035,0.082254697,0.223176441
18087,39193,0.41721736,0.282018983
18089,485707,0.373733547,0.25947913
18091,110154,0.392695681,0.297720827
18093,45548,0.278102222,0.281416967
18095,129455,0.453771581,0.315569503
18097,951869,0.48825311,0.31580166
18099,46461,0.406792794,0.306467575
18101,10212,0,0.244688602
18103,35815,0.573195588,0.308433059
18105,146461,0.123466315,0.161395457
18107,38287,0.114033484,0.272682895
18109,69922,0.155744973,0.201859215
18111,13992,1,0.287491424
18113,47506,0.067444112,0.252582832
18115,5874,0,0.174157303
18117,19545,0.662266564,0.363997953
18119,20835,0.774994,0.340160787
18121,16946,0.289389827,0.321096424
18123,19102,0.108575018,0.232424877
18125,12378,0.233155599,0.253490871
18127,168636,0.030064755,0.15396493
18129,25560,0.113888889,0.158055556
18131,12559,0.266979855,0.318791305
18133,37384,0,0.153814199
18135,24926,0.40905079,0.317893766
18137,28391,0.179493501,0.260019372
18139,16641,0.241271558,0.283794844
18141,270216,0.332452556,0.257123301
18143,23759,0.343532977,0.325404689
18145,44438,0.212520816,0.227548495
18147,20447,0.16344696,0.218903018
18149,22952,0.480437435,0.342288689
18151,34453,0.120221751,0.219340551
18153,20730,0.662614568,0.319572118
18155,10685,1,0.35824146
18157,191553,0.197407506,0.168063669
18159,15162,0.423426989,0.222643451
18161,7113,0,0.279188809
18163,181291,0.357077847,0.28284344
18165,15539,0.302850891,0.299205869
18167,107459,0.4276887,0.27457421
18169,31389,0.433909968,0.252609831
18171,8237,0,0.232990166
18173,62280,0,0.146866731
18175,27848,0.448972996,0.29611965
18177,66342,0.354436104,0.315036478
18179,28011,0.270857877,0.21995002
18181,24149,0.325727773,0.258541555
18183,33730,0.152534835,0.195068782
19001,7085,0.221736062,0.243805222
19003,3670,0.44986376,0.293495913
19005,13813,0.404546442,0.25928618
19007,12452,0.65306778,0.343751205
19009,5571,0.666846168,0.291882965
19011,25636,0,0.190156421
19013,132393,0.223629648,0.215836487
19015,26370,0,0.186032992
19017,24864,0,0.105604086
19019,21118,0.124490956,0.206954731
19021,20058,0.570296141,0.29455878
19023,14628,0.129546076,0.230823763
19025,9744,0,0.236933498
19027,20281,0.196538632,0.22268182
19029,13091,0.532121305,0.307024673
19031,18457,0,0.134641599
19033,42834,0.197273194,0.22223514
19035,11343,0,0.259003791
19037,12026,0,0.213854981
19039,9360,0.549038462,0.334205128
19041,16211,0.29510826,0.2709327
19043,17625,0.320283688,0.272899858
19045,46909,0.206079857,0.268150462
19047,17034,0.651696607,0.274988259
19049,87099,0.087785164,0.098631787
19051,8920,0,0.266922646
19053,7979,0.252663241,0.26106279
19055,17183,0,0.184363033
19057,39386,0.38137917,0.275187122
19059,17127,0,0.191897005
19061,96982,0.112835372,0.161044936
19063,9438,0.195274423,0.213596101
19065,19803,0.315406757,0.257176185
19067,15786,0.482009375,0.281501964
19069,10162,0.438594765,0.300509742
19071,6946,0.324791247,0.277137921
19073,8950,0.486145251,0.26412514
19075,12299,0,0.164314985
19077,10669,0,0.244346237
19079,14997,0,0.195945189
19081,10802,0.223199408,0.231805221
19083,17061,0,0.226952699
19085,14089,0.222655973,0.222188942
19087,19941,0,0.244588035
19089,9226,0,0.225588554
19091,9554,0.301967762,0.264531086
19093,6901,0,0.227004782
