fips,Population,% in disadvantaged comunity,% low income (<200% poverty)
19095,16189,0,0.202549262
19097,19401,0.116695016,0.237723313
19099,36971,0.177138839,0.238344919
19101,18148,0.320586291,0.287286202
19103,148577,0.089643754,0.106316657
19105,20559,0.238970767,0.241924705
19107,10188,0.248920298,0.283554181
19109,14978,0.295967419,0.258071839
19111,34227,0.182545943,0.285945306
19113,223861,0.114262868,0.168755433
19115,11178,0.355609232,0.254562534
19117,8583,0.49528137,0.280888967
19119,11776,0,0.197485564
19121,16012,0,0.139803897
19123,22164,0.263445226,0.27382828
19125,33172,0.070481129,0.170135958
19127,39964,0.307176459,0.270949855
19129,15034,0,0.202787016
19131,10608,0.315987934,0.241906109
19133,8730,0.322680412,0.277439863
19135,7807,0.33572435,0.243033175
19137,10053,0.53755098,0.337157068
19139,42889,0.222201497,0.252538413
19141,13835,0,0.230001446
19143,6052,0,0.29
19145,15268,0.14481268,0.249977731
19147,9003,0,0.174789515
19149,25068,0.146601245,0.169419978
19151,6797,0.264381345,0.294972782
19153,479612,0.153786811,0.188915478
19155,93393,0.258317004,0.222688424
19157,18388,0,0.174737873
19159,4964,0,0.284240532
19161,9802,0,0.231271169
19163,172446,0.181482899,0.199964743
19165,11606,0,0.204383939
19167,34827,0.120395096,0.117155081
19169,96941,0,0.071453668
19171,17032,0.210368718,0.264589009
19173,6167,0.393384141,0.279880006
19175,12358,0,0.268709338
19177,7150,0.551328671,0.32307972
19179,35141,0.503485957,0.324111721
19181,50076,0,0.118832774
19183,22100,0.347963801,0.254933032
19185,6429,1,0.377696376
19187,36545,0.305568477,0.29672787
19189,10534,0,0.21535599
19191,20262,0,0.112544665
19193,102586,0.194422241,0.231279902
19195,7445,0,0.207102754
19197,12739,0.529319413,0.31437711
20001,12556,0.321360306,0.31365403
20003,7835,0.643395022,0.332169751
20005,16268,0.218773051,0.165204696
20007,4624,1,0.326554931
20009,26453,0.411673534,0.305532076
20011,14608,0.605763965,0.389737815
20013,9626,1,0.315431124
20015,66698,0.079147801,0.183578218
20017,2637,1,0.31
20019,3323,1,0.43
20021,20179,0.721938649,0.359486595
20023,2665,0,0.3
20025,2026,0,0.27
20027,8082,0,0.234570651
20029,8938,0.859252629,0.358281495
20031,8254,0.338866004,0.266037073
20033,1740,0,0.2
20035,35351,0.464116998,0.294171028
20037,38968,0.387625744,0.251455553
20039,2860,0,0.264
20041,18828,0.284098152,0.279221372
20043,7684,0.44338886,0.203783186
20045,120290,0,0.117685676
20047,2869,0.535378181,0.337476473
20049,2523,1,0.41
20051,28775,0.218592528,0.159899218
20053,6231,0,0.259922966
20055,36750,0.716108844,0.284788299
20057,34179,0.637847801,0.3567442
20059,25558,0.118358244,0.26519446
20061,34025,0.362116091,0.240684791
20063,2644,0.646747352,0.315272315
20065,2519,0.682413656,0.361889639
20067,7467,0.780233025,0.360220972
20069,6039,0,0.184500745
20071,1185,0,0.26
20073,6081,0.386614044,0.370703832
20075,2591,0,0.33
20077,5594,0.669467286,0.345461208
20079,34503,0,0.213977045
20081,4018,1,0.33
20083,1876,0,0.23
20085,13266,0,0.219742952
20087,18890,0,0.200543145
20089,2885,1,0.376384749
20091,591506,0.021690397,0.076233479
20093,3907,1,0.36
20095,7340,0,0.178675749
20097,2505,0,0.2
20099,20119,0.612406183,0.354460957
20101,1564,0,0.27
20103,80745,0.085590439,0.127838875
20105,3044,0,0.27
20107,9671,0.491882949,0.335405853
20109,2805,0,0.28
20111,33251,0.438573276,0.239822562
20113,28567,0,0.20335352
20115,11964,0.129806085,0.217953862
20117,9749,0,0.240518002
20119,4180,0,0.222502392
20121,33417,0,0.136293503
20123,6145,0.299593165,0.274979658
20125,32521,0.571415393,0.342500538
20127,5566,0,0.273490837
20129,2754,1,0.37
20131,10121,0,0.19127853
20133,16108,0.464675937,0.311662528
20135,2876,0,0.281662031
20137,5446,0,0.27
20139,15881,0.186952963,0.263550784
20141,3530,0,0.26
20143,5822,0.647715562,0.257157334
20145,6629,0,0.27
20147,5340,0.52752809,0.280913858
20149,23847,0,0.167226486
20151,9452,0.429432924,0.29582628
20153,2502,0,0.3
20155,62765,0.391109695,0.282736876
20157,4658,0,0.2339459
20159,9658,0,0.230859391
20161,75056,0.240460456,0.154957898
20163,5053,0.427073026,0.265519493
20165,3022,0.377564527,0.260410324
20167,6948,0.676309729,0.317341681
20169,54701,0.36929855,0.244390779
20171,4917,0,0.26
20173,513375,0.288095447,0.23547662
20175,22349,0.690500694,0.376640118
20177,177852,0.288177811,0.226994692
20179,2506,0,0.248842777
20181,5938,0,0.177228023
20183,3627,0.454094293,0.274491315
20185,4181,0,0.295577613
20187,2052,0,0.27
20189,5603,0.774406568,0.355184722
20191,23114,0.466816648,0.275256122
20193,7810,0,0.205989757
20195,2840,0,0.19
20197,6889,0,0.149339527
20199,1574,0,0.25
20201,5493,1,0.348984162
20203,2130,0,0.27
20205,8688,0.831837017,0.364723757
20207,3157,1,0.400731707
20209,164861,0.604539582,0.380252819
21001,19222,0.672042451,0.367710956
21003,20944,1,0.397616024
21005,22409,0.731804186,0.293579365
21007,8032,0.457793825,0.332355578
21009,43884,1,0.406821393
21011,12355,1,0.391930393
21013,26791,1,0.582707999
21015,130820,0.06648066,0.134565739
21017,20058,0.421776847,0.333295443
21019,47682,0.422088,0.315178055
21021,29972,0.13245696,0.262198719
21023,8305,0.675857917,0.31456472
21025,12977,1,0.554135008
21027,20176,0.608792625,0.370696868
21029,80171,0.103204401,0.198051789
21031,12764,0.909824506,0.40515434
21033,12702,0.450952606,0.316942214
21035,38837,0.412390246,0.243830625
21037,92861,0.131163782,0.187049892
21039,4784,0.658653846,0.358772993
21041,10671,1,0.387124918
21043,27159,1,0.431890718
21045,15885,1,0.476474662
21047,71414,0.627916095,0.391309547
21049,35971,0.285257569,0.302557338
21051,20368,1,0.586383052
21053,10193,1,0.5218601
21055,9000,1,0.363575556
21057,6697,1,0.461530536
21059,100474,0.315126301,0.282039035
21061,12138,1,0.429439776
21063,7510,1,0.525134487
21065,14224,1,0.515859111
21067,320601,0.242716024,0.208888275
21069,14513,0.784675808,0.379998622
21071,36456,1,0.451048387
21073,50529,0.251360605,0.210342576
21075,6130,1,0.511458401
21077,8737,0.711685933,0.346934875
21079,17445,0.602923474,0.314470049
21081,24951,0.647388882,0.379987175
21083,37248,0.501073883,0.356951246
21085,26247,0.737189012,0.430054863
21087,10979,1,0.421671373
21089,35555,0.219012797,0.277554493
21091,8720,0,0.218202982
21093,108527,0.159176979,0.224087186
21095,26699,1,0.555600584
21097,18722,0.581668625,0.321756757
21099,18729,1,0.467688077
21101,45829,0.447904165,0.328665037
21103,15911,0.401986047,0.330600842
21105,4510,1,0.41
21107,45331,0.599258785,0.361691116
21109,13369,1,0.485885257
21111,767419,0.317504518,0.240411314
21113,53032,0.293464323,0.253470923
21115,22634,1,0.402309799
21117,165668,0.249583504,0.194320086
21119,15260,1,0.502602883
21121,31365,1,0.503296668
21123,14204,0.55519572,0.378520135
21125,60357,0.601968289,0.412030916
21127,15671,1,0.492084104
21129,6881,1,0.560619096
21131,10283,1,0.533437713
21133,22295,1,0.515883382
21135,13417,1,0.472025043
21137,24476,1,0.404193904
21139,9235,1,0.346067136
21141,26902,0.727566724,0.352339975
21143,8271,1,0.347957925
21145,65268,0.300453515,0.30908485
21147,17465,1,0.590476954
21149,9283,0.305289238,0.295821394
21151,90802,0.022862933,0.217707209
21153,12491,1,0.5454167
21155,19244,0.656048639,0.385190189
21157,31192,0,0.235213196
21159,11648,1,0.438785199
21161,17112,0.643875643,0.362051192
21163,28182,0.14370875,0.26183202
21165,6443,1,0.370329039
21167,21592,0.480502038,0.264917562
21169,10036,1,0.493862096
21171,10627,1,0.433772466
21173,27884,0.279371683,0.365432147
21175,13288,1,0.439133052
21177,30951,0.755969112,0.35442409
21179,45650,0.078554217,0.23450011
21181,7153,1,0.514458269
21183,24071,0.85197956,0.4034365
21185,65967,0,0.070575136
21187,10796,1,0.367194331
21189,4442,1,0.514153534
21191,14572,0.326516607,0.264011803
21193,26624,1,0.472336614
21195,59497,0.898415046,0.425029665
21197,12304,1,0.375796489
21199,64350,0.796254856,0.381464336
21201,2123,1,0.38
21203,16820,0.821343639,0.420090369
21205,24507,0.371200065,0.29714653
21207,17778,1,0.396186298
21209,54667,0.075383687,0.171683831
21211,47325,0.183518225,0.250549604
21213,18183,0.624539405,0.31999505
21215,18680,0,0.157050857
21217,25571,0.440147042,0.293591569
21219,12316,0.660685287,0.392359532
21221,14449,0.679562599,0.258606824
21223,8558,0.607735452,0.318618836
21225,14638,0.697704604,0.382082935
21227,128652,0.293839194,0.249149722
21229,12023,0,0.262283124
21231,20546,1,0.477930497
21233,13068,0.783057851,0.407493113
21235,36131,0.48481913,0.399025767
21237,7207,1,0.557001526
21239,26318,0,0.181717076
22001,62457,0.673471348,0.391179532
22003,25618,0.674291514,0.329325474
22005,123114,0.138416427,0.16688825
22007,22478,1,0.376638491
22009,40669,1,0.430936831
22011,37043,0.476122344,0.301349783
22013,13564,1,0.480026541
22015,126499,0.321678432,0.280917082
22017,245831,0.495604704,0.382247804
22019,201619,0.392165421,0.305215084
22021,9992,1,0.384832866
22023,6930,0.249206349,0.279936508
22025,9766,0.198648372,0.345277493
22027,15985,1,0.583792931
22029,19778,0.89225402,0.460452523
22031,27289,0.377111657,0.363815823
22033,443763,0.322818712,0.235826038
22035,7096,1,0.605163472
22037,19371,0.711734035,0.333518146
22039,33589,1,0.519885677
22041,20238,1,0.521437889
22043,22340,0.388048344,0.334617726
22045,71887,0.623520247,0.384535869
22047,32822,1,0.336995308
22049,15879,0.477674917,0.407260533
22051,434850,0.43600092,0.272466368
22053,31441,0.667949493,0.366745969
22055,241973,0.342232398,0.268619267
22057,98108,0.471806581,0.293287499
22059,14936,1,0.390846277
22061,47246,0.33429285,0.255262244
22063,138928,0.156275193,0.246732264
22065,11306,1,0.567120998
22067,25610,0.711050371,0.468285435
22069,38769,0.686631071,0.379028089
22071,390845,0.582435492,0.33861367
22073,155494,0.485639317,0.388871661
22075,23338,0.39909161,0.247317679
22077,22016,0.712345567,0.365550509
22079,130970,0.483629839,0.329283347
22081,8565,1,0.455312318
22083,20350,1,0.457804914
22085,23991,0.725230295,0.407734984
22087,46266,0.85323996,0.367467687
22089,52773,0.267087336,0.196705512
22091,10297,0.656113431,0.358417015
22093,21308,0.480993054,0.309232213
22095,43242,0.539059248,0.300600574
22097,83172,0.841340836,0.455455802
22099,53732,0.96335517,0.368475583
22101,50968,0.743544969,0.401662416
22103,255155,0.169308851,0.20101213
22105,132057,0.645032069,0.344422787
22107,4561,1,0.614310458
22109,112054,0.638013815,0.355733753
22111,22353,0.646982508,0.333956069
22113,59865,0.319368579,0.335271361
22115,49646,0.47298876,0.31957479
22117,46435,0.878970604,0.444943685
22119,39242,0.754879976,0.542843382
22121,26101,0.291176583,0.232176545
22123,11041,1,0.417666878
22125,15428,0.245009074,0.269165154
22127,14313,0.568015091,0.36030392
23001,107602,0.226761584,0.245224903
23003,67809,0.820171364,0.345345898
23005,292307,0.075027283,0.128868382
23007,29982,0.248349009,0.24780635
23009,54601,0.236515815,0.225438911
23011,121753,0.251287443,0.240594811
23013,39759,0.065871878,0.219201439
23015,34201,0.162509868,0.240678635
23017,57550,0.546655083,0.316435621
23019,151774,0.347496936,0.241716434
23021,16836,0.96935139,0.370198384
23023,35452,0.091080898,0.188081914
23025,50520,0.96625099,0.385231591
23027,39539,0.275601305,0.273046106
23029,31491,1,0.381425169
23031,204316,0.124796883,0.166487451
24001,71445,0.320778221,0.255176289
24003,571275,0,0.068025837
24005,828018,0.090796335,0.127275023
24009,91511,0,0.050315372
24011,33049,0.327634724,0.292104148
24013,167699,0,0.057443574
24015,102552,0.104649349,0.167978684
24017,159428,0.032804777,0.07804821
24019,32138,0.344203124,0.303445765
24021,251422,0.094271782,0.072096157
24023,29235,0.338806225,0.271200616
24025,252222,0.010110141,0.08952411
24027,318855,0,0.036673598
24029,19536,0.127405815,0.160877867
24031,1043530,0.126226366,0.093010877
24033,908670,0.214262604,0.126980708
24035,49632,0,0.071760155
24037,112290,0,0.088350254
24039,25729,0.750981383,0.278367989
24041,37167,0.138214007,0.140151209
24043,150109,0.224050523,0.223006615
24045,102539,0.213479749,0.214239265
24047,51765,0.228783927,0.1983796
24510,609032,0.553839536,0.308913686
25001,213496,0.048712856,0.139439896
25003,126425,0.224647024,0.188872612
25005,561037,0.268586564,0.186560441
25007,17312,0,0.185645795
25009,783676,0.228150409,0.158018263
25011,70577,0.159202006,0.189696927
25013,467871,0.375954056,0.255333115
25015,161032,0.105215113,0.101636755
25017,1600842,0.116211344,0.072832441
25019,11168,0,0.116448782
25021,700437,0.05404626,0.065432951
25023,515303,0.086972131,0.100892368
25025,796605,0.504539891,0.201839946
25027,824772,0.179402308,0.142277793
26001,10353,0.835892978,0.368982904
26003,9151,0.386842968,0.312279532
26005,116143,0.101392249,0.22409125
26007,28520,0.542882188,0.33352209
26009,23206,0.348185814,0.280876497
26011,15070,1,0.358001327
26013,8421,1,0.34
26015,60540,0,0.203984638
26017,104104,0.316337509,0.268470472
26019,17615,0,0.223384048
26021,154133,0.259736721,0.295211279
26023,43513,0.454645738,0.336329143
26025,134212,0.408406104,0.300310702
26027,51523,0.19323409,0.240260854
26029,26188,0.143157171,0.231504888
26031,25418,0.555747895,0.329140373
26033,37629,0.444098966,0.330477291
26035,30651,1,0.429793481
26037,78389,0.086134534,0.135221779
26039,13892,0.588828103,0.315410308
26041,36026,0.239576972,0.318708988
26043,25439,0.11851881,0.262238296
26045,109456,0.07070421,0.171843572
26047,33104,0.189101015,0.22220789
26049,407875,0.439389519,0.314457812
26051,25279,0.930891254,0.385770007
26053,15061,0.619547175,0.365799084
26055,92181,0,0.195864875
26057,40916,0.367802327,0.299835028
26059,45757,0.553729484,0.308140612
26061,36070,0.393290823,0.253760189
26063,31349,0.397141855,0.294642572
26065,290587,0.266064896,0.202756421
26067,64300,0.191990669,0.260259098
26069,25197,0.844584673,0.384006032
26071,11152,0.658715925,0.352101865
26073,70688,0.358618153,0.194956145
26075,158636,0.350374442,0.266609282
26077,262745,0.201785001,0.18186976
26079,17585,0.72146716,0.361365937
26081,648121,0.283659996,0.220383293
26083,2111,0,0.291009
26085,11852,1,0.444568849
26087,88038,0.122265385,0.223790636
26089,21652,0,0.157453353
26091,98381,0.230278204,0.228733699
26093,189754,0.053869747,0.084908039
26095,6338,0,0.352082676
26097,10780,0.869851577,0.337323748
26099,870325,0.223160314,0.18714309
26101,24457,0.347589647,0.287412193
26103,66686,0.096032151,0.190681252
26105,28954,0.469745113,0.305805761
26107,43251,0.647753809,0.280436984
26109,23074,0.571552397,0.31239707
26111,83355,0.172023274,0.187719513
26113,15028,1,0.367286399
26115,149727,0.141751321,0.192063622
26117,63413,0.387901534,0.315853059
26119,9265,1,0.409715057
26121,173297,0.384386343,0.320950392
26123,48366,0.515300004,0.32587913
26125,1253185,0.098702107,0.116311662
26127,26416,0.734062689,0.385577302
26129,20898,1,0.403649632
26131,5877,0.714820487,0.360289263
26133,23290,1,0.37803435
26135,8248,1,0.350840204
26137,24490,0,0.296350347
26139,286558,0,0.12924839
26141,12714,0.539012113,0.294715275
26143,23851,0.704037567,0.378130477
26145,191821,0.414646989,0.302506086
26147,159247,0.229668377,0.24293117
26149,60836,0.377243737,0.325436912
26151,41295,0.770965008,0.347958106
26153,8048,0.394259443,0.347024105
26155,68340,0.166139889,0.230612526
26157,52939,0.403426585,0.31855154
26159,75358,0.399068447,0.290589718
26161,367000,0.104435967,0.096891826
26163,1757299,0.52739346,0.338577778
26165,33256,0.657565552,0.355234243
27001,15834,0.549008463,0.311364153
27003,350253,0.032959032,0.107929183
27005,34011,0.3459469,0.250135544
27007,46403,0.337822986,0.290935931
27009,40129,0,0.210487428
27011,4996,0.40632506,0.27567454
27013,66795,0.091518826,0.149279587
27015,25163,0,0.167673568
27017,35633,0,0.196299217
27019,101949,0,0.045639683
27021,29268,0.651428181,0.306819735
27023,11953,0,0.262768343
27025,55315,0,0.118375667
27027,63446,0.034438735,0.139317687
27029,8821,0.690171182,0.317091033
27031,5376,0,0.226315104
27033,11299,0.49765466,0.285911143
27035,64217,0.178254979,0.241158572
27037,421453,0.024228087,0.099292661
27039,20669,0,0.144868644
27041,37513,0,0.185530349
27043,13801,0,0.2680784
27045,20949,0.155186405,0.224359635
27047,30463,0.307619079,0.270984801
27049,46246,0,0.170533884
27051,5935,0.529233361,0.296461668
27053,1245837,0.154716869,0.144351484
27055,18648,0,0.163497962
27057,21019,0.185118226,0.261393501
27059,39430,0,0.157003043
27061,45141,0.105491682,0.257130768
27063,9954,0,0.228694997
27065,16089,0,0.259116788
27067,42841,0.231110385,0.271403795
27069,4311,0.562746463,0.26315704
27071,12515,0,0.271503795
27073,6719,0,0.237441584
27075,10560,0,0.227454545
27077,3771,0.440997083,0.287329621
27079,28242,0,0.180048509
27081,5677,0,0.249482121
27083,25758,0.27148847,0.233604705
27085,35832,0.156201161,0.211778299
27087,5501,1,0.455451736
27089,9372,0,0.208723858
27091,19852,0.221388273,0.255157667
27093,23105,0,0.19034235
27095,25865,0.189483858,0.297998067
27097,33064,0.255595209,0.250485422
27099,39807,0.390031904,0.287764715
27101,8296,0,0.215728062
27103,33954,0,0.129962007
27105,21734,0.615303212,0.344161682
27107,6520,0,0.262180982
27109,154809,0.061165695,0.126213398
27111,58195,0.316333018,0.239980067
27113,14183,0,0.200083903
27115,29223,0.329055881,0.277650139
27117,9191,0,0.298958764
27119,31521,0.120300752,0.208991466
27121,11048,0,0.189978277
27123,544442,0.282002491,0.210410696
27125,4015,0,0.225140722
27127,15261,0.139768036,0.263654413
27129,14652,0,0.231203249
27131,66185,0.253380675,0.172908061
27133,9402,0,0.193126994
27135,15361,0,0.216339431
27137,199759,0.17225757,0.208424502
27139,145275,0.028194803,0.077312889
27141,94463,0,0.091479733
27143,14892,0,0.212609455
27145,158452,0.166157575,0.158509391
27147,36683,0.121009732,0.19702587
27149,9789,0,0.104304832
27151,9359,0.576450475,0.274358372
27153,24494,0.533681718,0.296258676
27155,3311,0,0.236137119
27157,21537,0,0.155327576
27159,13654,0.368024022,0.333556467
27161,18740,0.204482391,0.244622199
27163,255938,0,0.062266604
27165,10972,0,0.284872402
27167,6291,0,0.20486886
27169,50725,0,0.110896994
27171,134438,0,0.082547643
27173,9814,0,0.251041369
28001,31266,1,0.469781232
28003,37090,1,0.396194662
28005,12412,1,0.462773123
28007,18437,1,0.491210067
28009,8232,1,0.427327502
28011,31848,0.79964205,0.450711505
28013,14499,1,0.419369612
28015,10070,0.551340616,0.354107249
28017,17193,1,0.458857675
28019,8277,1,0.384493174
28021,9089,1,0.469213335
28023,15770,0.36296766,0.320557387
28025,19640,1,0.454626782
28027,23255,0.753644378,0.510886261
28029,28501,0.477000807,0.375799796
28031,18978,1,0.449257034
28033,178975,0.127906132,0.166577902
28035,75224,0.607864511,0.333878151
28037,7733,1,0.3543101
28039,23917,1,0.368412844
28041,13645,0.358079883,0.277903994
28043,21088,0.490373672,0.382626138
28045,46961,0.531291923,0.315336556
28047,204502,0.573344026,0.340269826
28049,238797,0.483398033,0.334010478
28051,17737,1,0.595547161
28053,8389,1,0.591757063
28055,1361,1,0.68
28057,23462,0.370300912,0.32697724
28059,142376,0.461482272,0.281488453
28061,16505,1,0.418113905
28063,7225,1,0.539258131
28065,11339,1,0.528598642
28067,68352,0.76758544,0.381792193
28069,9943,1,0.537372021
28071,53590,0.200709088,0.16645083
28073,61969,0.456744501,0.263353935
28075,76279,0.472462932,0.375516722
28077,12633,1,0.348240323
28079,22792,1,0.456686118
28081,85072,0.195352172,0.299125094
28083,29222,1,0.520811717
28085,34320,0.599446387,0.349104312
28087,59150,0.496720203,0.337584446
28089,104562,0.148964251,0.162453186
28091,24990,1,0.489434574
28093,35599,0.610578949,0.340737942
28095,35673,0.758977378,0.385819527
28097,10068,1,0.443738578
28099,29332,0.717884904,0.438851425
28101,21360,0.849110487,0.384862828
28103,10700,1,0.524770093
28105,49512,0.634048312,0.16680845
28107,34190,1,0.436711904
28109,55219,0.339249171,0.302784549
28111,12006,0.702981842,0.375742129
28113,39532,1,0.490382981
28115,31618,0.36204061,0.343444873
28117,25255,1,0.393490398
28119,7187,1,0.615052178
28121,152677,0.143053636,0.194156225
28123,28332,1,0.458066144
28125,4404,1,0.584495913
28127,26888,0.730846474,0.373551398
28129,16009,1,0.401915173
28131,18276,0.649649814,0.385043226
28133,26168,1,0.549020942
28135,14158,1,0.54193177
28137,28404,0.358822701,0.319089565
28139,22018,1,0.383782814
28141,19441,1,0.422928347
28143,9988,1,0.452665198
28145,28507,0.626968815,0.347561652
28147,14477,1,0.48574981
28149,46519,0.785012576,0.374307057
28151,46057,1,0.535536183
28153,20373,0.524026898,0.414715064
28155,9768,0.56521294,0.32910217
28157,8875,1,0.581432113
28159,18229,1,0.445627297
28161,12367,1,0.410928277
28163,28565,1,0.504081568
29001,25369,0.480192361,0.237979818
29003,17503,0,0.208846483
29005,5229,0.550774527,0.293046472
29007,25644,0.540126345,0.385052644
29009,35530,1,0.399985364
29011,11797,0.684496058,0.390620497
29013,16296,0.436242023,0.352813574
29015,19107,0.850578322,0.393230753
29017,12225,1,0.36597955
29019,177651,0.107373446,0.153888467
29021,88460,0.452091341,0.299506331
29023,42656,1,0.415708224
29025,9039,1,0.338963381
29027,44889,0,0.191849674
29029,45466,0.57277966,0.274198962
29031,78491,0.099157865,0.204547018
29033,8781,0.445848992,0.310796037
29035,6147,1,0.356837482
29037,103597,0.034923791,0.192193693
29039,14043,1,0.440214342
29041,7483,0.328477883,0.28686623
29043,85658,0.070501296,0.22229389
29045,6779,0.724885676,0.342966514
29047,242516,0.079182404,0.151075599
29049,20500,0,0.19144878
29051,76723,0.07206444,0.178298424
29053,17660,0.384484711,0.289006795
29055,24154,0.820154012,0.387868262
29057,7578,1,0.436476643
29059,16617,0.585063489,0.37675152
29061,8295,0.57986739,0.352188065
29063,12526,0.686332429,0.282949864
29065,15545,1,0.410773882
29067,13306,1,0.498904254
29069,30027,0.936157458,0.476560429
29071,103191,0.179027241,0.225427121
29073,14711,0.323771328,0.248538509
29075,6616,1,0.342929262
29077,289756,0.330667872,0.263981384
29079,9992,0.340172138,0.333559848
29081,8491,1,0.417437287
29083,21735,0.686266391,0.347987578
29085,9404,1,0.400641217
29087,4432,0.257220217,0.316150722
29089,10058,0.337144562,0.238695566
29091,40104,1,0.412104279
29093,10164,1,0.462506887
29095,696216,0.349627127,0.26129895
29097,119920,0.382738492,0.32394463
29099,223951,0.080437239,0.185265259
29101,53682,0.059535785,0.18419228
29103,3947,1,0.370889283
29105,35531,0.633953449,0.376872309
29107,32597,0.191459337,0.274489063
29109,38204,0.687624333,0.413464035
29111,9955,0.237468609,0.279515821
29113,56477,0.230890451,0.277822122
29115,12113,0.476512837,0.352344588
29117,15126,0.351910617,0.316172815
29119,22782,1,0.465308577
29121,15199,0.762089611,0.335772748
29123,12179,1,0.363482223
29125,8803,0.294331478,0.295652618
29127,28608,0.29208613,0.334767897
29129,3644,0.633095499,0.301654775
29131,25201,0.472084441,0.331161859
29133,13574,1,0.487577722
29135,16046,0.540757821,0.280967219
29137,8629,0.274191679,0.299135473
29139,11487,1,0.371817707
29141,20271,1,0.469888017
29143,17560,1,0.432973804
29145,58180,0.529357167,0.337096425
29147,22359,0.20242408,0.168163156
29149,10647,1,0.518805297
29151,13615,0,0.181969886
29153,9207,1,0.490684262
29155,16663,1,0.512383724
29157,19191,0.198374238,0.27574957
29159,42355,0.765671113,0.358522725
29161,44630,0.339569796,0.227371051
29163,18455,1,0.368807369
29165,100682,0.030760215,0.105408117
29167,31748,0.692358574,0.318096573
29169,52425,0.116089652,0.245809633
29171,4781,1,0.330508262
29173,10234,0,0.249172367
29175,24878,0.447825388,0.331475601
29177,22875,0,0.220866448
29179,6290,1,0.417103339
29181,13567,1,0.515150733
29183,394290,0.004636181,0.070046159
29185,9370,1,0.38
29186,17848,0,0.234782609
29187,66643,0.694881683,0.344643098
29189,996919,0.170335805,0.156768363
29195,22976,0.492383357,0.296394934
29197,4555,1,0.364259056
29199,4902,1,0.371560588
29201,38633,0.495974944,0.358562628
29203,8217,1,0.492248996
29205,6013,0.70813238,0.383329453
29207,29377,1,0.385240154
29209,31615,0.489134904,0.310031631
29211,6247,0.775732352,0.344595806
29213,55114,0.728308597,0.334036724
29215,25604,1,0.468695516
29217,20595,0.844428259,0.355989318
29219,34453,0.67776391,0.284036804
29221,24860,1,0.441685036
29223,13195,1,0.461868132
29225,38655,0.844496184,0.355383003
29227,2027,0,0.29
29229,18203,1,0.509864308
29510,308174,0.489797971,0.329485907
30001,9415,0,0.251159851
30003,13387,1,0.523129155
30005,6719,1,0.445390683
30007,5945,0.379310345,0.246896552
30009,10597,0.219496084,0.215819572
30011,1331,1,0.36
30013,81625,0.336686064,0.274488331
30015,5732,0.625261689,0.396294487
30017,11729,0.133174184,0.238514792
30019,1730,0,0.19
30021,9017,0,0.248350893
30023,9106,0.645728091,0.375574347
30025,2921,0,0.18
30027,11221,0,0.303370466
30029,99899,0.311804923,0.254152594
30031,108063,0.023467792,0.141902039
30033,1036,1,0.33
30035,13732,1,0.515469706
30037,728,1,0.36
30039,3311,0,0.26
30041,16436,0.460391823,0.334889267
30043,11917,0,0.174054712
30045,1954,1,0.31
30047,30013,0.893912638,0.362964382
30049,67805,0.082707765,0.184124917
30051,2351,1,0.36
30053,19537,1,0.430445309
30055,1790,0,0.26
30057,8302,0,0.271396049
30059,1888,0,0.3
30061,4251,1,0.390564573
30063,117309,0.190190011,0.193964231
30065,4766,1,0.365734368
30067,16352,0.18909002,0.244080235
30069,453,0,0.3
30071,4077,1,0.34
30073,5994,0.371204538,0.313104771
30075,1607,0,0.27
30077,6854,0,0.251911293
30079,1252,1,0.4
30081,42512,0.568898193,0.303549116
30083,11199,0,0.17385213
30085,11175,0.837762864,0.473886353
30087,9152,0.503933566,0.312394012
30089,11681,1,0.433622977
30091,3483,0.332759116,0.286637956
30093,34770,0.272533794,0.254164797
30095,9466,0,0.165683499
30097,3670,0,0.23
30099,6086,0.366907657,0.299413408
30101,4892,1,0.305466067
30103,668,1,0.41
30105,7471,0.803774595,0.302339714
30107,2142,1,0.41
30109,1122,0,0.31
30111,159008,0.170513433,0.227828537
31001,31587,0.222496597,0.207120967
31003,6341,0,0.279739789
31005,427,1,0.37
31007,722,0,0.23
31009,477,0,0.26
31011,5279,0,0.246376208
31013,10970,0.326891522,0.296441203
31015,1937,0,0.3
31017,3015,1,0.35
31019,49209,0.093519478,0.178602491
31021,6510,0,0.268889401
31023,8029,0,0.182131025
31025,25888,0,0.146275108
31027,8498,0,0.180082372
31029,3783,0,0.24
31031,5779,0,0.282495241
31033,9604,0,0.222053311
31035,6203,0,0.274465581
31037,10714,0.611536308,0.376266567
31039,8952,0,0.228987936
31041,10826,0.641049326,0.341918529
31043,20173,0.848906955,0.283907698
31045,8810,0,0.055766175
31047,23733,0.451101841,0.312856782
31049,1831,0,0.27
31051,5719,0,0.220122399
31053,36665,0.277812628,0.272376381
31055,560617,0.27155616,0.199777905
31057,1913,1,0.4
31059,5547,0,0.24
31061,2987,0.536658855,0.346598594
31063,2640,0,0.16
31065,4747,1,0.31
31067,21594,0.257340002,0.245202834
31069,1864,0,0.21
31071,2001,1,0.31
31073,2013,0,0.18
31075,722,1,0.31
31077,2382,0,0.25
31079,61265,0.491487799,0.295491227
31081,9215,0,0.13962344
31083,3415,0,0.25
31085,893,1,0.34
31087,2815,1,0.34
31089,10177,0,0.278118306
31091,693,0,0.24
31093,6417,0,0.197188717
31095,7144,0.556270997,0.369724244
